Map, FZ_D01_ground01_AAA, -32.0, 0, 32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAB, 32.0, 0, 32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAC, -32.0, 0, -32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAD, 32.0, 0, -32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -32.0, 0, 96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 32.0, 0, 96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 96.0, 0, 96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 96.0, 0, 32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 96.0, 0, -32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 96.0, 0, -96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, 32.0, 0, -96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -32.0, 0, -96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -96.0, 0, -96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -96.0, 0, -32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -96.0, 0, 32.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Map, FZ_D01_ground01_AAE, -96.0, 0, 96.0, 0, 0.0, 0, 1.0, -0.01, 0.01, 0.01
Object, OZ_35_hn_cube01A, -50.0, -5.000000000000001e-07, -38.0, 0.0, 0.0, 0.0, 1.0, -0.01, 0.01, 0.01
Object, OZ_35_hn_cube01B, -52.0, -6.55314e-07, 52.0, 0.0, 0.0, 0.0, 1.0, -0.01, 0.01, 0.01
Object, OZ_35_hn_cube02C, 52.0, -5.000000000000001e-07, 52.0, 0.0, 0.0, 0.0, 1.0, -0.01, 0.01, 0.01
